step,rh_FFJ1,rh_FFJ2
237,-11.773425,-0.000000
238,-11.911582,-0.000000
239,-11.887186,-0.000000
240,-11.638929,-0.000000
241,-11.058325,-0.000000
242,-10.729822,-0.000000
243,-10.531008,-0.000000
244,-10.057420,-0.000000
245,-10.124113,-0.000000
246,-10.054590,-0.000000
247,-10.074349,-0.000000
248,-10.434239,-0.000000
249,-10.615944,-0.000000
250,-10.819668,-0.000000
251,-10.892331,-0.000000
252,-11.122830,-0.000000
253,-11.085327,-0.000000
254,-11.023440,-0.000000
255,-11.098450,-0.000000
256,-11.656505,-0.000000
257,-11.923675,-0.000000
258,-11.969110,-0.000000
259,-12.200683,-0.000000
260,-12.089973,-0.000000
261,-12.105381,-0.000000
262,-11.979125,-0.000000
263,-11.843129,-0.000000
264,-11.442355,-0.000000
265,-11.184104,-0.000000
266,-11.034450,-0.000000
267,-10.783925,-0.000000
268,-10.669961,-0.000000
269,-10.545164,-0.000000
270,-10.429697,-0.000000
271,-10.153316,-0.000000
272,-9.869108,-0.000000
273,-9.473783,-0.000000
274,-9.634272,-0.000000
275,-9.561877,-0.000000
276,-9.249334,-0.000000
277,-11.879132,-0.000000
278,-11.799826,-0.000000
279,-11.335619,-0.000000
280,-10.475974,-0.000000
281,-9.836736,-0.000000
282,-9.533110,-0.000000
283,-10.135185,-0.000000
284,-10.678704,-0.000000
285,-12.109618,-0.000000
286,-13.038712,-0.000000
287,-13.471363,-0.000000
288,-13.309625,-0.000000
289,-12.508753,-0.000000
290,-11.437917,-0.000000
291,-10.643454,-0.000000
292,-10.077696,-0.000000
293,-9.781283,-0.000000
294,-9.621912,-0.000000
295,-9.577556,-0.000000
296,-9.626721,-0.000000
297,-9.634627,-0.000000
298,-9.646263,-0.000000
299,-9.664072,-0.000000
300,-9.178047,-0.000000
301,-8.405207,-0.000000
302,-7.657351,-0.000000
303,-6.791703,-0.000000
304,-6.215590,-0.000000
305,-5.602046,-0.000000
306,-5.283289,-0.000000
307,-5.053513,-0.000000
308,-4.974868,-0.000000
309,-5.113811,-0.000000
310,-4.881248,-0.000000
311,-5.059826,-0.000000
312,-4.860271,-0.000000
313,-4.888786,-0.000000
314,-4.861861,-0.000000
315,-4.790908,-0.000000
316,-4.969079,-0.000000
317,-4.928689,-0.000000
318,-5.137230,-0.000000
319,-5.208195,-0.000000
320,-5.126112,-0.000000
321,-5.126568,-0.000000
322,-5.100447,-0.000000
323,-5.025367,-0.000000
324,-4.951984,-0.000000
325,-4.778902,-0.000000
326,-4.743227,-0.000000
327,-4.647342,-0.000000
328,-4.567983,-0.000000
329,-4.454016,-0.000000
330,-4.339938,-0.000000
331,-4.248912,-0.000000
332,-4.155434,-0.000000
333,-4.081225,-0.000000
334,-3.986388,-0.000000
335,-3.809348,-0.000000
336,-3.546529,-0.000000
337,-3.500272,-0.000000
338,-3.452174,-0.000000
339,-3.280925,-0.000000
340,-3.128726,-0.000000
341,-2.977268,-0.000000
342,-2.841581,-0.000000
343,-2.775187,-0.000000
344,-2.811659,-0.000000
345,-2.855826,-0.000000
346,-2.933950,-0.000000
347,-3.022293,-0.000000
348,-3.167884,-0.000000
349,-3.384976,-0.000000
350,-3.465939,-0.000000
351,-3.157570,-0.000000
352,-2.893622,-0.000000
353,-2.530058,-0.000000
354,-2.219099,-0.000000
355,-1.875013,-0.000000
356,-1.648608,-0.000000
357,-1.423423,-0.000000
358,-1.180867,-0.000000
359,-1.238824,-0.000000
360,-1.413622,-0.000000
361,-1.400898,-0.000000
362,-1.211096,-0.000000
363,-0.907704,-0.000000
364,-0.957582,-0.000000
365,-0.673480,-0.000000
366,-0.260844,-0.000000
367,-0.250044,-0.000000
368,-0.196501,-0.000000
369,-0.116232,-0.000000
370,0.137880,-0.000000
371,0.081567,-0.000000
372,0.073970,-0.000000
373,0.053411,-0.000000
374,-0.015851,-0.000000
375,-0.000678,-0.000000
376,-0.039088,-0.000000
377,-0.513893,-0.000000
378,-0.907323,-0.000000
379,-1.334710,-0.000000
380,-1.883952,-0.000000
381,-1.926230,-0.000000
382,-2.012211,-0.000000
383,-1.786321,-0.000000
384,-1.731216,-0.000000
385,-1.836956,-0.000000
386,-2.259448,-0.000000
387,-2.336156,-0.000000
388,-3.516657,-0.000000
389,-3.945975,-0.000000
390,-4.155869,-0.000000
391,-4.331187,-0.000000
392,-4.603109,-0.000000
393,-5.098834,-0.000000
394,-4.913330,-0.000000
395,-5.661184,-0.000000
396,-6.038923,-0.000000
397,-5.638693,-0.000000
398,-5.196629,-0.000000
399,-4.636531,-0.000000
400,-4.204711,-0.000000
401,-3.098919,-0.000000
402,-2.160853,-0.000000
403,-2.818854,-0.000000
404,-3.185561,-0.000000
405,-3.202909,-0.000000
406,-3.210733,-0.000000
407,-3.893113,-0.000000
408,-4.444724,-0.000000
409,-4.709052,-0.000000
410,-5.693058,-0.000000
411,-6.244903,-0.000000
412,-6.866459,-0.000000
413,-7.095003,-0.000000
414,-6.351643,-0.000000
415,-6.424338,-0.000000
416,-5.919272,-0.000000
417,-5.402975,-0.000000
418,-5.612397,-0.000000
419,-5.311367,-0.000000
420,-5.301628,-0.000000
421,-5.231793,-0.000000
422,-4.959830,-0.000000
423,-5.036227,-0.000000
424,-4.554399,-0.000000
425,-4.408163,-0.000000
426,-4.727218,-0.000000
427,-5.187918,-0.000000
428,-5.392654,-0.000000
429,-5.856987,-0.000000
430,-5.473706,-0.000000
431,-4.419536,-0.000000
432,-4.224817,-0.000000
433,-3.198187,-0.000000
434,-2.917261,-0.000000
435,-2.696695,-0.000000
436,-2.587520,-0.000000
437,-3.063376,-0.000000
438,-3.244976,-0.000000
439,-4.817831,-0.000000
440,-5.752846,-0.000000
441,-6.351147,-0.000000
442,-7.133793,-0.000000
443,-6.894065,-0.000000
444,-6.752826,-0.000000
445,-7.008349,-0.000000
446,-6.982898,-0.000000
447,-7.435874,-0.000000
448,-8.299785,-0.000000
449,-8.619729,-0.000000
450,-8.301533,-0.000000
451,-7.685714,-0.000000
452,-7.805707,-0.000000
453,-7.987519,-0.000000
454,-8.824701,-0.000000
455,-9.081821,-0.000000
456,-8.411843,-0.000000
457,-8.028536,-0.000000
458,-7.456840,-0.000000
459,-7.144742,-0.000000
460,-7.129621,-0.000000
461,-6.520098,-0.000000
462,-5.685849,-0.000000
463,-5.497021,-0.000000
464,-5.060382,-0.000000
465,-4.851769,-0.000000
466,-3.959296,-0.000000
467,-2.870792,-0.000000
468,-2.530678,-0.000000
469,-2.727035,-0.000000
470,-2.733916,-0.000000
471,-2.809115,-0.000000
472,-2.444482,-0.000000
473,-1.942438,-0.000000
474,-2.296234,-0.000000
475,-2.840848,-0.000000
476,-3.185756,-0.000000
477,-3.339174,-0.000000
478,-3.385944,-0.000000
479,-3.068130,-0.000000
480,-3.117108,-0.000000
481,-2.835861,-0.000000
482,-2.826783,-0.000000
483,-2.893676,-0.000000
484,-3.178257,-0.000000
485,-2.708418,-0.000000
486,-3.002718,-0.000000
487,-3.419449,-0.000000
488,-3.253041,-0.000000
489,-3.112352,-0.000000
490,-2.767540,-0.000000
491,-2.607034,-0.000000
492,-3.084135,-0.000000
493,-3.501074,-0.000000
494,-2.701209,-0.000000
495,-2.697654,-0.000000
496,-1.242816,-0.000000
497,-0.933684,-0.000000
498,-1.682902,-0.000000
499,-0.544716,0.000000
500,-0.252256,0.000000
501,-1.120355,-0.000000
502,-1.652733,-0.000000
503,-1.741897,-0.000000
504,-2.043347,-0.000000
505,-4.678806,-0.000000
506,-5.930806,-0.000000
507,-6.134541,-0.000000
508,-6.558300,-0.000000
509,-7.265925,-0.000000
510,-7.088943,-0.000000
511,-6.470803,-0.000000
512,-6.653672,-0.000000
513,-6.434296,-0.000000
514,-5.920478,-0.000000
515,-5.845998,-0.000000
516,-5.534216,-0.000000
517,-5.718311,-0.000000
518,-5.474715,-0.000000
519,-5.698530,-0.000000
520,-5.328031,-0.000000
521,-5.079359,-0.000000
522,-5.208971,-0.000000
523,-5.206532,-0.000000
524,-4.925894,-0.000000
525,-4.401168,-0.000000
526,-4.260708,-0.000000
527,-4.074350,-0.000000
528,-4.072741,-0.000000
529,-3.695840,-0.000000
530,-3.613672,-0.000000
531,-3.915990,-0.000000
532,-4.266896,-0.000000
533,-4.115512,-0.000000
534,-4.107092,-0.000000
535,-3.872464,-0.000000
536,-3.842029,-0.000000
537,-4.155182,-0.000000
538,-3.682652,-0.000000
539,-4.008340,-0.000000
540,-4.000729,-0.000000
541,-3.942676,-0.000000
542,-3.566894,-0.000000
543,-3.577100,-0.000000
544,-3.852405,-0.000000
545,-3.883782,-0.000000
546,-4.266770,-0.000000
547,-3.908876,-0.000000
548,-3.744835,-0.000000
549,-3.515973,-0.000000
550,-3.427427,-0.000000
551,-3.325539,-0.000000
552,-3.318136,-0.000000
553,-3.506093,-0.000000
554,-3.337430,-0.000000
555,-3.645112,-0.000000
556,-3.431063,-0.000000
557,-3.612072,-0.000000
558,-3.707083,-0.000000
559,-3.286625,-0.000000
560,-2.873838,-0.000000
561,-2.937653,-0.000000
562,-3.162849,-0.000000
563,-3.035280,-0.000000
564,-3.055675,-0.000000
565,-3.265419,-0.000000
566,-3.327801,-0.000000
567,-3.797745,-0.000000
568,-4.171636,-0.000000
569,-4.332698,-0.000000
570,-4.338737,-0.000000
571,-3.942819,-0.000000
572,-3.770897,-0.000000
573,-3.889534,-0.000000
574,-4.318265,-0.000000
575,-4.272067,-0.000000
576,-3.809752,-0.000000
577,-3.815248,-0.000000
578,-3.740429,-0.000000
579,-3.712623,-0.000000
580,-2.706662,-0.000000
581,-2.423941,-0.000000
582,-2.335729,-0.000000
583,-1.962483,-0.000000
584,-1.621342,-0.000000
585,-1.279282,-0.000000
586,-1.716987,-0.000000
587,-1.984212,-0.000000
588,-2.741783,-0.000000
589,-2.419940,-0.000000
590,-1.903331,-0.000000
591,-1.978140,-0.000000
592,-1.763116,-0.000000
593,-1.563135,-0.000000
594,-1.761249,-0.000000
595,-1.460238,-0.000000
596,-1.793221,-0.000000
597,-1.786864,-0.000000
598,-1.926439,-0.000000
599,-1.953224,-0.000000
600,-1.328299,-0.000000
601,-1.598838,-0.000000
602,-1.044152,-0.000000
603,-1.018874,-0.000000
604,-1.119987,-0.000000
605,-1.029595,-0.000000
606,-1.117856,-0.000000
607,-1.071583,-0.000000
608,-1.129902,-0.000000
609,-0.970970,-0.000000
610,-1.152956,-0.000000
611,-1.306646,-0.000000
612,-1.409439,-0.000000
613,-1.807651,-0.000000
614,-2.279534,-0.000000
615,-2.484291,-0.000000
616,-2.480599,-0.000000
617,-2.463630,-0.000000
618,-2.554533,-0.000000
619,-2.401405,-0.000000
620,-2.353469,-0.000000
621,-1.866030,-0.000000
622,-2.421479,-0.000000
623,-2.532792,-0.000000
624,-2.755559,-0.000000
625,-2.588874,-0.000000
626,-3.341257,-0.000000
627,-3.957648,-0.000000
628,-4.161294,-0.000000
629,-4.991278,-0.000000
630,-3.504629,-0.000000
631,-3.513294,-0.000000
632,-3.254736,-0.000000
633,-3.122574,-0.000000
634,-3.488423,-0.000000
635,-3.099176,-0.000000
636,-3.419020,-0.000000
637,-3.359731,-0.000000
638,-3.915683,-0.000000
639,-3.642574,-0.000000
640,-3.585268,-0.000000
641,-3.691287,-0.000000
642,-3.521360,-0.000000
643,-3.507009,-0.000000
644,-3.705745,-0.000000
645,-3.484328,-0.000000
646,-3.555559,-0.000000
647,-3.656884,-0.000000
648,-3.335602,-0.000000
649,-2.734706,-0.000000
650,-2.891684,-0.000000
651,-2.275361,-0.000000
652,-2.383060,-0.000000
653,-2.311941,-0.000000
654,-1.906170,-0.000000
655,-1.716607,-0.000000
656,-2.100486,-0.000000
657,-2.423309,-0.000000
658,-2.086560,-0.000000
659,-2.079755,-0.000000
660,-1.416550,-0.000000
661,-1.651352,-0.000000
662,-1.970508,-0.000000
663,-1.815635,-0.000000
664,-2.260528,-0.000000
665,-2.027995,-0.000000
666,-2.359869,-0.000000
667,-2.613240,-0.000000
668,-2.565026,-0.000000
669,-2.810300,-0.000000
670,-2.916640,-0.000000
671,-3.597149,-0.000000
672,-3.800073,-0.000000
673,-3.798024,-0.000000
674,-3.961029,-0.000000
675,-4.401024,-0.000000
676,-4.796808,-0.000000
677,-4.643608,-0.000000
678,-5.895510,-0.000000
679,-5.404043,-0.000000
680,-6.192679,-0.000000
681,-6.195685,-0.000000
682,-5.748390,-0.000000
683,-5.701036,-0.000000
684,-5.258877,-0.000000
685,-5.407461,-0.000000
686,-4.792163,-0.000000
687,-4.587208,-0.000000
688,-3.904623,-0.000000
689,-4.059043,-0.000000
690,-3.967745,-0.000000
691,-3.674706,-0.000000
692,-3.715433,-0.000000
693,-4.082620,-0.000000
694,-4.449513,-0.000000
695,-4.979586,-0.000000
696,-5.159517,-0.000000
697,-4.828586,-0.000000
698,-4.770002,-0.000000
699,-5.255561,-0.000000
700,-5.173885,-0.000000
701,-5.502510,-0.000000
702,-5.771843,-0.000000
703,-5.597026,-0.000000
704,-6.112884,-0.000000
705,-6.145079,-0.000000
706,-6.200088,-0.000000
707,-5.951706,-0.000000
708,-6.036479,-0.000000
709,-6.374659,-0.000000
710,-6.460393,-0.000000
711,-6.618251,-0.000000
712,-4.169535,-0.000000
713,-3.978064,-0.000000
714,-3.559126,-0.000000
715,-3.899884,-0.000000
716,-4.475704,-0.000000
717,-4.677830,-0.000000
718,-5.256706,-0.000000
719,-5.511377,-0.000000
720,-6.073889,-0.000000
721,-5.708670,-0.000000
722,-5.322466,-0.000000
723,-4.718060,-0.000000
724,-4.158745,-0.000000
725,-4.220313,-0.000000
726,-3.416118,-0.000000
727,-3.714984,-0.000000
728,-4.010723,-0.000000
729,-4.156217,-0.000000
730,-4.419537,-0.000000
731,-4.296772,-0.000000
732,-4.292421,-0.000000
733,-4.160209,-0.000000
734,-4.675125,-0.000000
735,-5.105118,-0.000000
736,-5.314933,-0.000000
737,-5.249977,-0.000000
738,-5.030238,-0.000000
739,-5.057720,-0.000000
740,-5.743694,-0.000000
741,-5.873612,-0.000000
742,-6.250957,-0.000000
743,-6.488436,-0.000000
744,-6.958837,-0.000000
745,-7.455883,-0.000000
746,-7.638024,-0.000000
747,-7.851292,-0.000000
748,-7.985081,-0.000000
749,-7.673957,-0.000000
750,-7.532071,-0.000000
751,-7.539966,-0.000000
752,-7.248018,-0.000000
753,-7.384067,-0.000000
754,-7.607564,-0.000000
755,-7.573450,-0.000000
756,-7.531425,-0.000000
757,-7.367001,-0.000000
758,-7.171865,-0.000000
759,-7.018741,-0.000000
760,-7.050372,-0.000000
761,-6.920307,-0.000000
762,-6.578109,-0.000000
763,-6.754975,-0.000000
764,-6.415454,-0.000000
765,-6.467684,-0.000000
766,-6.266165,-0.000000
767,-5.999074,-0.000000
768,-6.063509,-0.000000
769,-5.959566,-0.000000
770,-5.813150,-0.000000
771,-5.154563,-0.000000
772,-5.130566,-0.000000
773,-5.112154,-0.000000
774,-4.657926,-0.000000
775,-4.411794,-0.000000
776,-4.314996,-0.000000
777,-5.491420,-0.000000
778,-4.868712,-0.000000
779,-3.934007,-0.000000
780,-3.440327,-0.000000
781,-3.382152,-0.000000
782,-2.397052,-0.000000
783,-2.965102,-0.000000
784,-3.517810,-0.000000
785,-3.073917,-0.000000
786,-2.507196,-0.000000
787,-2.306645,-0.000000
788,-2.267308,-0.000000
789,-2.198309,-0.000000
790,-2.009209,-0.000000
791,-2.138719,-0.000000
792,-2.150193,-0.000000
793,-2.189959,-0.000000
794,-1.904086,-0.000000
795,-1.728197,-0.000000
796,-1.540272,-0.000000
797,-1.278003,-0.000000
798,-1.122839,-0.000000
799,-1.260098,-0.000000
800,-1.338841,-0.000000
801,-2.174792,-0.000000
802,-2.296204,-0.000000
803,-2.496175,-0.000000
804,-2.633812,-0.000000
805,-2.690397,-0.000000
806,-2.857479,-0.000000
807,-3.104166,-0.000000
808,-3.063403,-0.000000
809,-3.248013,-0.000000
810,-3.294158,-0.000000
811,-3.390107,-0.000000
812,-3.347477,-0.000000
813,-3.439210,-0.000000
814,-3.237209,-0.000000
815,-3.673252,-0.000000
816,-3.611102,-0.000000
817,-3.640500,-0.000000
818,-3.860469,-0.000000
819,-4.410767,-0.000000
820,-4.674609,-0.000000
821,-4.616923,-0.000000
822,-4.556355,-0.000000
823,-4.035442,-0.000000
824,-3.708493,-0.000000
825,-4.190739,-0.000000
826,-4.076887,-0.000000
827,-3.925524,-0.000000
828,-3.471934,-0.000000
829,-3.213405,-0.000000
830,-3.032217,-0.000000
831,-2.958924,-0.000000
832,-3.232136,-0.000000
833,-3.184086,-0.000000
834,-3.537875,-0.000000
835,-4.015596,-0.000000
836,-1.896780,-0.000000
837,-1.290563,-0.000000
838,-0.856034,-0.000000
839,-1.092447,-0.000000
840,-1.718841,-0.000000
841,-0.461420,-0.000000
842,-1.230863,-0.000000
843,-1.110793,-0.000000
844,-1.313235,-0.000000
845,-1.740905,-0.000000
846,-1.682043,-0.000000
847,-2.479188,-0.000000
848,-2.334000,-0.000000
849,-2.978287,-0.000000
850,-3.173745,-0.000000
851,-3.524212,-0.000000
852,-4.009195,-0.000000
853,-3.828137,-0.000000
854,-4.076834,-0.000000
855,-4.485256,-0.000000
856,-5.067605,-0.000000
857,-5.090562,-0.000000
858,-5.461921,-0.000000
859,-5.663129,-0.000000
860,-4.988751,-0.000000
861,-4.391028,-0.000000
862,-4.025078,-0.000000
863,-3.538678,-0.000000
864,-3.599377,-0.000000
865,-3.779602,-0.000000
866,-3.641104,-0.000000
867,-3.730211,-0.000000
868,-3.554658,-0.000000
869,-3.204488,-0.000000
870,-3.146429,-0.000000
871,-2.946296,-0.000000
872,-3.059299,-0.000000
873,-3.164336,-0.000000
874,-3.239967,-0.000000
875,-3.025687,-0.000000
876,-2.869807,-0.000000
877,-2.982242,-0.000000
878,-2.521655,-0.000000
879,-2.239282,-0.000000
880,-1.941283,-0.000000
881,-1.933734,-0.000000
882,-2.665786,-0.000000
883,-2.911165,-0.000000
884,-2.832364,-0.000000
885,-3.022573,-0.000000
886,-3.618050,-0.000000
887,-4.025462,-0.000000
888,-3.799510,-0.000000
889,-3.712447,-0.000000
890,-3.596161,-0.000000
891,-3.542479,-0.000000
892,-3.716312,-0.000000
893,-3.808681,-0.000000
894,-4.357948,-0.000000
895,-5.296893,-0.000000
896,-5.503640,-0.000000
897,-5.504928,-0.000000
898,-5.959784,-0.000000
899,-5.935106,-0.000000
900,-6.369971,-0.000000
901,-6.635868,-0.000000
902,-6.602917,-0.000000
903,-6.443343,-0.000000
904,-5.874031,-0.000000
905,-5.033041,-0.000000
906,-5.019924,-0.000000
907,-5.310031,-0.000000
908,-4.885877,-0.000000
909,-4.371867,-0.000000
910,-3.905034,-0.000000
911,-3.811225,-0.000000
912,-3.394277,-0.000000
913,-4.548721,-0.000000
914,-5.240326,-0.000000
915,-5.550213,-0.000000
916,-5.770722,-0.000000
917,-5.769643,-0.000000
918,-5.590772,-0.000000
919,-4.830664,-0.000000
920,-4.544164,-0.000000
921,-5.364312,-0.000000
922,-5.829906,-0.000000
923,-6.902887,-0.000000
924,-7.137767,-0.000000
925,-7.801087,-0.000000
926,-8.136578,-0.000000
927,-7.751474,-0.000000
928,-7.711943,-0.000000
929,-6.761620,-0.000000
930,-6.511059,-0.000000
931,-6.309838,-0.000000
932,-5.415098,-0.000000
933,-5.224849,-0.000000
934,-4.542531,-0.000000
935,-3.998362,-0.000000
936,-3.258496,-0.000000
937,-2.747292,-0.000000
938,-2.453509,-0.000000
939,-2.309573,-0.000000
940,-2.367893,-0.000000
941,-2.106640,-0.000000
942,-2.216136,-0.000000
943,-2.552921,-0.000000
944,-2.850320,-0.000000
945,-2.545258,-0.000000
946,-2.431162,-0.000000
947,-1.976519,-0.000000
948,-2.010079,-0.000000
949,-1.863616,-0.000000
950,-1.845884,-0.000000
951,-1.621153,-0.000000
952,-1.345762,-0.000000
953,-1.250154,-0.000000
954,-1.547487,-0.000000
955,-1.138968,-0.000000
956,-1.519619,-0.000000
957,-2.048385,-0.000000
958,-2.199133,-0.000000
959,-2.762173,-0.000000
960,-2.678682,-0.000000
961,-2.850510,-0.000000
962,-3.213033,-0.000000
963,-3.278871,-0.000000
964,-3.395209,-0.000000
965,-3.655380,-0.000000
966,-3.935706,-0.000000
967,-4.037377,-0.000000
968,-3.923990,-0.000000
969,-4.180265,-0.000000
970,-4.574352,-0.000000
971,-4.220224,-0.000000
972,-4.160809,-0.000000
973,-4.420091,-0.000000
974,-4.481216,-0.000000
975,-4.512811,-0.000000
976,-4.591931,-0.000000
977,-4.346760,-0.000000
978,-4.571318,-0.000000
979,-4.411414,-0.000000
980,-3.884699,-0.000000
981,-3.691173,-0.000000
982,-3.061078,-0.000000
983,-2.660750,-0.000000
984,-2.180958,-0.000000
985,-1.907692,-0.000000
986,-1.923864,-0.000000
987,-1.112451,-0.000000
988,-0.497140,-0.000000
989,-0.853491,-0.000000
990,-1.572452,-0.000000
991,-1.639096,-0.000000
992,-0.662975,-0.000000
993,-1.612316,-0.000000
994,-1.501050,-0.000000
995,-1.102642,-0.000000
996,-1.071476,-0.000000
997,-1.252092,-0.000000
998,-0.854477,-0.000000
999,-1.383716,-0.000000
1000,-1.424019,-0.000000
